,nombre,direccion,telefono,correo,sitio_web,id_tarifas,id_habitaciones,id_clasificacion,id_ubicacion
521,HOTEL 7 ESQUINAS,8 AVENIDA 3-08 ZONA 1,68683580,hotel7esquinas@gmail.com,fb / inst: hotel 7 esquinas,522,522,,113.0
522,HOTEL BELLO AMANECER,9A. CALLE 29-14 ZONA 7,70544828,asociadosbelloamanecer@hotmail.es,,523,523,,113.0
523,HOTEL CASA QUETZALTENANGO,10 AVENIDA 4-15 ZONA 1,39606325,hotelcasaquetzaltenango@gmail.com,,524,524,,113.0
524,HOTEL CLARISS CUESTA BLANCA,7 CALLE 4-51 ZONA 2,24911946,gassopachotel@gmail.com,,525,525,6.0,113.0
525,HOTEL CLARISSE XELA,"16 AVENIDA, 0-15 ZONA 1",32926552,clariscos@gmail.com,,526,526,,113.0
526,HOTEL CUESTA REAL,"4A. CALLE, 0-28 ZONA 3",86393305,hotelcuestareal@gmail.com,,527,527,,113.0
527,HOTEL DEL CAMPO S.A.,"CARRETERA DE QUETZALTENANGO AL PACIFICO, KM. 224 ZONA 5",84922926,info@hoteldelcampo.com.gt,www.hoteldelcampo.com.gt,528,528,3.0,113.0
528,HOTEL EL PORTAL DE LOS ALTOS,0 AVENIDA 8-95 ZONA 7,52059973,hotelportaldelosaltos@gmail.com,,529,529,,113.0
529,HOTEL FALLBROOK,17 AVENIDA 6-32 ZONA 3,59958643,,,530,530,,113.0
530,HOTEL FAMILY PUAC,"DIAGONAL 2, 32-10 ZONA 3",20162335,puacfamilyhotel@hotmail.com,www.hotelpuacfamily.com,531,531,,113.0
531,HOTEL GRAND SANTA MARIA,29 AVENIDA INTERIOR 6-44 ZONA 7,60378155,santamaria_reservaciones@gmail.com,,532,532,,113.0
532,HOTEL KASA KAMELOT 2,13 AVENIDA 9-17 ZONA 3,25563170,,,533,533,,113.0
533,HOTEL KASA KAMELOT LAS ROSAS,CERO AVENIDA 1-75 ZONA 11 LAS ROSAS,14397056,hotelkasakamelot@gmail.com,,534,534,,113.0
534,HOTEL LA POSADA DE DON ROBERTH,"14 AVENIDA, 8-37 ZONA 3",48010493,pablojosedeleon@gmail.com,www.posadadedonroberth.com,535,535,,113.0
535,HOTEL LAS AMERICAS,"AVENIDA LAS AMERICAS, 5-96 A ZONA 9",90653392,lasamericasxela@hotmail.com,hotelesenxela.info,536,536,,113.0
536,HOTEL LOMA REAL INN,"SECTOR 2, CASA NO. 25 CANTON CHICHIGUITAN",15904796,hotellomarealinn@hotmail.com,lomarealinn.blogspot.com,537,537,,113.0
537,HOTEL LUNA DE PLATA,4 CALLE 14A-27 ZONA 1,57618502,corporacionelgranjaguar@gmail.com,,538,538,,113.0
538,HOTEL MADELYN,9 CALLE 0-81 ZONA 7,11094571,madelyn2.hotel@gmail.com,,539,539,,113.0
539,HOTEL MARGOT QUETZALTENANGO,0 CALLE 5-09 ZONA 9,94450757,hotelmargota@gmail.com,,540,540,,113.0
540,HOTEL MAYALAND,"29 AVENIDA, 4-38 ZONA 1",77210371,info@hotelmayaland.com.gt,www.hotelmayaland.com.gt,541,541,,113.0
541,HOTEL PALOMAS,"7A. CALLE ""C"", 28-30 ZONA 3",16487138,,www.hotelpalomas.com,542,542,,113.0
542,HOTEL PANORAMA,"CALLE A, 20-40, 20-44, ZONA 3",69778156,"hotelpanoramaxela@yahoo.com, hotelpanoramaxela@yahoo.com",,543,543,,113.0
543,HOTEL PENSION BONIFAZ,"4 CALLE, 10-50 ZONA 1",14536219,reservaciones@pensionbonifaz.com.gt,www.pensionbonifaz.com.gt,544,544,4.0,113.0
544,HOTEL PORTAL DE OCCIDENTE,"1A. CALLE, 8-12A ZONA 3",97646744,hotelportaldeoccidente@hotmail.com,www.hotelportaldeoccidente.com,545,545,,113.0
545,HOTEL REAL MUSS,27 AVENIDA 8-12 ZONA 3 LOTE 8 ADICIONAL,27482335,oficina.coen@gmail.com,,546,546,,113.0
546,HOTEL REAL SHALOM,"CASA 0-49 CANTON CHITAY, LAS ROSAS",16777834,,,547,547,,113.0
547,HOTEL REAL VIRGINIA,"11 AVENIDA, 8-11 ZONA 1",68683445,hotel.realvirginia@yahoo.com,,548,548,,113.0
548,HOTEL RUTA 19,10 CALLE 18-69 ZONA 3,66211155,improser@msn.com,,549,549,,113.0
549,HOTEL S & J BELLA LUNA,"CARRETERA INTERAMERICANA, KM. 196.5",81537405,eventos@hotelbellaluna.com,www.hotelbellaluna.com,550,550,,113.0
550,HOTEL UXLANIK,2DA. AVENIDA 6-41 ZONA 1,25937883,info@hoteluxlanik.com,www.hoteluxlanik.com,551,551,,113.0
551,HOTEL VILLA ESMERALDA,7A. AVENIDA 16-63 ZONA 5,58920843,hotelvillaesmeralda@gmail.com,www.hotelvillaesmeraldaxela.com,552,552,,113.0
552,HOTEL Y RESTAURANTE ARCOS INN,7A. AVENIDA 8-90 ZONA 5,74678136,hotelarcosinnquetzaltenango@gmail.com,,553,553,,113.0
553,HOTEL Y RESTAURANTE CASTILLO DE LOS ALTOS,1A. AVENIDA 8-25 A ZONA 11,21644379,castillodelosaltos@hotmail.com,,554,554,,113.0
554,HOTEL Y RESTAURANTE EL CENTRO,10 CALLE 11-69 ZONA 1,12711452,gerencia@elcentrohotel.com,www.elcentrohotel.com,555,555,,113.0
555,HOTEL Y RESTAURANTE HARVEST,7A. AVENIDA 15-94 ZONA 5,74918837,,,556,556,,113.0
556,HOTEL Y RESTAURANTE LERRI COLONIAL,CALLE RODOLFO ROBLES 16 AV. CALLEJÓN B 16-30 ZONA 1,76351881,,,557,557,,113.0
557,"HOTEL, RESTAURANTE Y CAFE BAR HIBISKUS",9 AVENIDA 6-07 ZONA 1,17224913,hibiskusxela@gmail.com,www.hibiskusxela.com,558,558,,113.0
558,JJ & D HOTEL PLAZA LINDA LOMA,7 CALLE 0-11 ZONA 8,11334097,,,559,559,,113.0
559,LA POSADA DE SANTA ANA,11 CALLE 19-97 ZONA 1,67140900,"hotelsantaannaxela@gmail.com, robleszoila@hotmail.es",www.hotelsantaanaxela.com,560,560,,113.0
560,LAR ANTIQUA HOTEL,4 CALLE 9-42 ZONA 1,12555579,larantiqua@gmail.com,,561,561,,113.0
561,LATAM HOTEL PLAZA PRADERA QUETZALTENANGO,AVENIDA LAS AMERICAS 7-04 ZONA 3,41443245,luisa.pozuelos@latam-hotel.com,,562,562,4.0,113.0
562,LOMAS PARQUE TEMATICO,CANTÓN CANDELARÍA ENTRADA A LLANOS DEL PINAL,36866619,sa.deltec@gmail.com,fb:  lomasdetarragona     ig: lomasdetarragona,563,563,,113.0
563,LUNAVELA,9 AVENIDA 6-07 ZONA 1,93472206,lunavelaquetzaltenango@hotmail.com,,564,564,,113.0
564,MANSION DEL VIAJERO,"7A. AVENIDA ""A"" 18-20 ZONA 5 LAS ROSAS",18092320,,,565,565,,113.0
565,POSADA LA TERRAZA DEL CENTRO,10 CALLE 10-60 ZONA 1,97448432,laterrazahotel@hotmail.com,,566,566,,113.0
566,POSADA REAL,6 AVENIDA 8-11 ZONA 1,91571059,posadarealxela@gmail.com,,567,567,,113.0
567,THE POWER OF DREAMS,29 AVENIDA 7-58 A ADICIONAL ZONA 3,74677002,,,568,568,,113.0
568,HOTEL Y RESTAURANT REAL CLASSIC INN SALCAJA,"KILOMETRO 194.3, CARRETERA INTERAMERICANA",42656823,,,569,569,,114.0
569,HOTEL Y RESTAURANTE  LA ERMITA,KILÓMETRO 194.500 CARRETERA NACIONAL RN1-A,28052468,,,570,570,,114.0
570,CENTRO TURISTICO Y RECREACIONES CHILE VERDE,ALDEA LOBLATZAN,50223219,,,571,571,,124.0
571,NATURAL HIGHLAND PARK,KILOMETRO 232 ALDEA MIRAMAR ZONA 0,15530664,admonhighlandpark@gmail.com,,572,572,,124.0
572,HOTEL Y RESTAURANTE IMPERIO INN,DIAGONAL 2 1-20 ZONA 3 CARRETERA INTERAMERICANA,82530421,ep689651@gmail.com,,573,573,,122.0
573,HOTEL Y RESTAURANTE ZUNIL,"CANTON EL PEAJE, CITO 180, KM. 212.5 ZONA 3",34052036,,,574,574,,128.0
574,LAS CUMBRES ECO-SAUNAS Y GASTRONOMIA,KILOMETRO 210,91957075,info@lascumbres.com.gt,www.lascumbres.com.gt  -  fb: lascumbresspa,575,575,3.0,128.0
575,HOTEL  VICTORIA,3 CALLE 1-64 ZONA 1,84931301,servicioalcliente@grupoafca.com,,576,576,,248.0
576,HOTEL DOÑA JUANITA,1A. AVENIDA 2-71,26743754,donajuanitahotel@facebook.com,,577,577,,248.0
577,HOTEL Y RESTAURANTE POSADA DE DOÑA TINA,4 AVENIDA 4-47 ZONA 1,73126630,sandramaricelarosales456@gmail.com,,578,578,,248.0
578,CASA DEL REY,"KM. 144, ENTRADA A CHICHICASTENANGO, CANTON PACHOJ, SECTOR ALTO",36381207,casadelrey_sa@hotmail.com,www.hotelcasadelrey.com,579,579,,235.0
579,CASA MONTANA,ZONA 0 SECTOR SEPELA CANTON CHULUMAL III,96675225,hotelcasamontana22@gmail.com,www.hotelcasamontana.com,580,580,,235.0
580,CHALET HOTEL,"3 CALLE ""C"", 7-44 ZONA 1",88110648,"manuelchalet@yahoo.com, luciachalet@yahoo.com",www.chalethotelchichicastenango.com,581,581,6.0,235.0
581,HOSPEDAJE CHICHOY,CANTON AGUA ESCONDIDA,95708036,restaurantechichoy@hotmail.com,,582,582,,235.0
582,HOTEL MAYAN INN,"3A. AVENIDA 8A. CALLE, DIAGONAL, 1-91 ZONA UNICA",93302901,info@mayaninn.com.gt,www.mayaninn.com.gt  -  fb:mayan inn  -  tw: @mayaninn.gt,583,583,,235.0
583,HOTEL SANTO TOMAS,"7 AVENIDA, 5-32 ZONA 1",47533278,hotelsantotomas@yahoo.es,www.hotelsantotomas.com.gt,584,584,3.0,235.0
584,HOTEL VILLA LOS ARCOS,07 AVENIDA 4-038 ZONA 1,31597417,villalosarcos@gmail.com,,585,585,,235.0
585,POSADA EL ARCO,"4 CALLE, 4-36 ZONA 1",34638570,,,586,586,6.0,235.0
586,"HOTEL LA CALZADA ""ROSY""",BARRIO SAN JUAN,72280667,arielcarrillo06@hotmail.com,fb: locales la calzada,587,587,,239.0
587,HOTEL SANTA MARIA CUNEN,"CALLE PRINCIPAL, SALIDA A USPANTAN, BARRIO SAN FRANCISCO",35021435,,,588,588,,239.0
588,HOTEL VILLA ESPERANZA,SECTOR ARENAL VILLA ESPERANZA,74427958,,,589,589,,239.0
589,HOTEL  Y RESTAURANTE MILAGRO ISABEL,"LOTE 98, CALLE A LA PARROQUIA ZONA 1 SEGUNDO NIVEL",11655284,,,590,590,,249.0
590,HOTEL Y  RESTAURANTE VILLA AMADA,LOTE 2 COLONIA BUENA VISTA ZONA 1 PLAYA GRANDE,52338686,isisdalet@gmail.com,,591,591,,249.0
591,HOTEL Y RESTAURANTE DON POLO,LOTE # 02 AL 08 COLONIA LINDO SAN FRANCISCO,61159216,gonzalezdonpolo185@gmail.com,,592,592,,249.0
592,HOTEL Y RESTAURANTE LA REYNA VASTY,AVENIDA PRINCIPAL ZONA 1 PLAYA GRANDE,65182818,,,593,593,,249.0
593,HOTEL Y RESTAURANTE POSADA DE DON CARLOS,SALIDA A INGENIEROS ZONA 1 PLAYA GRANDE,99713509,isisdalet@gmail.com,,594,594,,249.0
594,HOTEL Y RESTAURANTE LA CUPULA DE SANTANDER,BARRIO LA LIBERTAD,68034062,cupuladesantander.hotelyret@gmail.com,,595,595,,241.0
595,HOTEL Y RESTAURANTE LA POSADA DE DON GUILLERMO,BARRIO CENTRAL,37119338,,,596,596,,241.0
596,BOXBOLANDIA COUNTRY HOTEL,CANTON JALACHI,54527141,boxbolandiahotel@hotmail.com,,597,597,,242.0
597,ECO HOTEL ENTRE MONTAÑAS,ALDEA NUEVA ESPERANZA JALACHI CAMINO SUMALITO,20595974,entremontanaecohotel@gmail.com,fb: @entremontanaecohotel,598,598,,242.0
598,HOTEL GRAN SHALOM,CANTON VICOTZ,37911277,"josefrash@yahoo.com, serviciosshalom@gmail.com",,599,599,,242.0
599,HOTEL PÉREZ,CANTÓN TIKAJAY,98459565,elenitalopez27@gmail.com,,600,600,,242.0
600,HOTEL Y RESTAURANTE REAL LA VILLA,"CALZADA 15 DE SEPTIEMBRE SALIDA A CHAJUL, CANTON SIMOCOL",17035638,hotelyrestaurantereallavilla@gmail.com,,601,601,,242.0
601,HOTEL Y RESTAURANTE VILLA NEBAJ,CALZADA 15 DE SEPTIEMBRE 2-37 ZONA 1,96527284,hotelyrestaurantevillanebaj@yahoo.com,www.villanebaj.com,602,602,,242.0
602,POSADA SAN ANTONIO,HACIENDA SAN ANTONIO ACUL,24053234,,,603,603,,242.0
603,HOTEL Y CAFETERIA KIMBERLY,CALLE LAS MARGARITAS CASA C-26 ZONA 2,49481742,harlee_7@hotmail.com,,604,604,,250.0
604,"HOTEL Y RESTAURANTE ""VENEZIA""","CALLE POLICIA NACIONAL, AVENIDA LAS CAMELIAS",23908338,pachalumvenezia@yahoo.com,,605,605,,250.0
605,TAMARINDOS,"CALLE LAS MARGARITAS, C-29 ZONA 2",48430181,,,606,606,,250.0
606,HOTEL EL VIAJERO,"ZONA 0 CASERÍO SAN JORGE, PUENTE LIBERTAD",30801318,,,607,607,,245.0
607,"HOTEL TURICENTRO ""RANCHO GRANDE""",KILOMETRO 209 CASERIO SAN JORGE,64068105,,,608,608,,245.0
608, POSADA MONTE BELLO ,4A. AVENIDA 9-16 ZONA 1,31550916,reservaciones@montebellogt.com,www.hotelmontebellogt.com,609,609,6.0,230.0
609,APARTHOTEL HOSTAL DE SANTA MARIA,7A. AVENIDA 14-47 ZONA 5,49915605,hostaldesantamaria@gmail.com,www.hostaldesantamaria.com    fb: hostal de santa maria,610,610,,230.0
610,ECOHOTEL Y RESTAURANTE SARABELL@,ZONA 0 CASERIO BUENA VISTA XATINAP V SECTOR CANCHA POLIDEPORTIVA,75226164,sochpa@hotmail.com,,611,611,,230.0
611,HOTEL ACUARIO,5A. CALLE 2-44 ZONA 1,39129830,acuario@hotmail.com,,612,612,6.0,230.0
612,HOTEL EL SITIO,9A. CALLE ENTRE 0 AVENIDA Y 1A. AVENIDA ZONA 5,44314330,elsitiohotel@gmail.com,,613,613,6.0,230.0
613,HOTEL SAN FRANCISCO,ZONA 4 COLONIA SAN FRANCISCO,68435704,malvarado998@gmail.com,,614,614,,230.0
614,HOTEL Y RESTAURANTE CALIXTO,COLONIA LOS CIPRESALES ZONA 4,60239212,hotelcalixto@gmail.com,,615,615,,230.0
615,HOTEL Y RESTAURANTE CASA ANTIGUA EL CHALET,1RA. CALLE 2-39 ZONA 5,55584856,restauranteelchalet@hotmail.com,,616,616,,230.0
616,HOTEL Y RESTAURANTE SAN ANDRES,0 AVENIDA 9-04 ZONA 1,11285449,sanandreshotel@yahoo.com,,617,617,,230.0
617,COMERCIAL Y HOTEL DON GABRIEL,"7A. AVENIDA, 6-22 ZONA 1 VILLA SAN MIGUEL",97072532,hoteldongabriel@yahoo.es,,618,618,,244.0
618,HOTEL EL TERRUÑO,"4 AVENIDA, 4-16 ZONA 1 VILLA SAN MIGUEL",39639727,hotelterruno@gmail.com,,619,619,,244.0
619,HOTEL POSADA DOÑA LEONOR,"6 CALLE Y 4 AVENIDA, ZONA 1",56008538,,,620,620,,244.0
620,HOSTAL VILLA VANESA,"5TA. AVENIDA ""A"" ZONA 1 ,SALIDA CANTON TRAPICHITOS",53986799,hostalvillavanesa@hotmail.com,,621,621,,233.0
621,"HOTEL, PIZCINA Y RESTAURANTE POSADA DEL MAR","KM. 222,",79409063,restgruporamy@yahoo.com,,622,622,,164.0
622,INVERSIONES MAR AZUL,CASERIO EL MANCHON,40939058,"emartinezdft@gmail.com, hjcasamarazul@gmail.com",,623,623,,164.0
623,BUNGALOS Y RESTAURANTE DOÑA CLEMEN,ALDEA SIBANA COLONIA SANTA ELENA,65355508,,,624,624,,166.0
624,HOTEL Y RESTAURANTE LA POSADA DE DON MARIO & DOÑA LETY,"COLONIA SANTA ELENA, ZONA 0, ALDEA SIBANÁ",76989393,docmariodeleon_mass@yahoo.com,,625,625,,166.0
625,TAKALIK MAYA LODGE,FINCA MONTES ELISEOS,96873954,reservaciones@takalik.com,www.takalik.com,626,626,,166.0
626,BUNGALOWS EL BOSQUE,12-96 ZONA 6 COLONIA EL BOSQUE,73360921,bungalowselbosque@gmail.com,fb: bungalows el bosque,627,627,,158.0
627,HOTEL AMERICA,8 AVENIDA 9-32 ZONA 1,39922387,nufoovalle26@hotmail.com,fb: hotel america,628,628,,158.0
628,HOTEL ASTOR,"5A. CALLE, 4-60 ZONA 1",38756362,gerencia@hotelastorguatemala.com,,629,629,,158.0
629,HOTEL CALLEJÓN DE SAN NICOLÁS,8 AVENIDA 9-38 ZONA 1 BARRIO SAN NICOLÁS,87647000,ericagcordova62@gmail.com,,630,630,,158.0
630,HOTEL CARAVASAR,"3 CALLE ""A"" 4-80 ZONA 6 CIRCUNVALACIÓN",35427087,reservacioneshotelcaravasar.reu@gmail.com,,631,631,,158.0
631,HOTEL CASA Y CAMPO,3A. CALLE 4-73 ZONA 1,99284864,anakarinachavezgomez@hotmail.com,,632,632,,158.0
632,HOTEL COSTA REAL DEL SUR,"KILOMETRO 184.5, CARRETERA A COATEPEQUE",35484735,hotel.costareal@hotmail.com,,633,633,,158.0
633,HOTEL DOÑA CARMEN,"5A. AVENIDA Y 5A. CALLE ESQUINA, ZONA 1 COMPLETÓ CAMB. RAZÓN SOCIAL EDIFICIO MORAN",55720371,laquintahotelbedandbreakfast@gmail.com,,634,634,,158.0
634,HOTEL GENESIS,6A. CALLE 6-27 ZONA 1,63138005,hotelgenesisreu@yahoo.com,www.mapactivo.com/hotelgenesis,635,635,,158.0
635,HOTEL POSADA DE DON JOSE,"5 CALLE, 3-67 ZONA 1",67718577,info@posadadedonjose.com,www.posadadedonjose.com,636,636,,158.0
636,HOTEL Y RESTAURANTE SKY,RESIDENCIALES PREMIER ZONA 0 01 CALLE LOTE 015,29025890,miltonariel1977@gmail.com,,637,637,,158.0
637,HOTEL ECO-HOTEL TULATE BEACH,COMUNIDAD LA VARONA ALDEA TULATE,47359326,carlosdelp@intelnett.com,,638,638,,163.0
638,TURICENTRO PLAYA PARAISO,ALDEA EL TULATE,55283878,,,639,639,,163.0
639,HOTEL Y BUNGALOWS EL JARDIN,"KM. 187, CARRETERA A QUETZALTENANGO, SAN VICENTE EL JARDIN, CANTON TIERRA COLORADA",46582887,cafetoscafe@yahoo.com,www.bungalowseljardin.com,640,640,,162.0
640,HOTEL Y RESTAURANTE DEL CARMEN,5 AVENIDA 5-041 ZONA 1 BARRIO LINTERNA,45596723,yaqui.hernandez999@gmail.com,,641,641,,162.0
641,HOTEL Y RESTAURANTE EDÉN,2 CALLE RESIDENCIALES BELLA JULIA,18830077,,,642,642,,162.0
642,LA MANSION DEL GRAN JAGUAR,2 CALLE ZONA 2 BARRIO LLOVIZNA,25405841,info@mansiondelgranjaguar.com,https://mansiondelgranjaguar.com,643,643,,162.0
643,POSADA DE LA PIEDAD,1 CALLE CIRCUNVALACION ZONA 6,33231991,posadadelapiedad@outlook.com,www.posadadelapiedad.com,644,644,,162.0
644,BUNGALOW TURÍSTICO VALENTINA,CARRETERA A SAN ANDRES VILLA SECA KILOMETRO 177,66087437,lorenaliberato@hotmail.com,,645,645,,161.0
645,HOTEL C. LOS PROCERES,01 AVENIDA -8136 ZONA 1,44513956,,,646,646,,161.0
646,HOTEL LA CUPULA,3 AVENIDA 1-42 ZONA 1,56918676,lacupulahotel@gmail.com,,647,647,,161.0
647,HOTEL MI BELLA VALENTINA,ZONA 4 BALCONES,58383758,lorenaliberato@hotmail.com,fb: hotel mi bella valentina,648,648,,161.0
648,HOTEL Y RESTAURANTE XETUMULI,KM.181 ZONA 2 CANTON SAN ANTONIO,42128648,hotelvilladelfin17@gmail.com,fb: hotel y restaurante xetumuli,649,649,,161.0
649,CASA BOURBON HOTEL,CALZADA LAS PALMAS ZONA 0 CARRETERA RETALHULEU,57879613,casabourbon.reu@hotmail.com,,650,650,,159.0
650,ECO RESORT SAMALA,KM. 177.5 CARRETERA AL PACIFICO,86618934,ecoresortsamala@hotmail.com,,651,651,,159.0
651,HOTEL & RESTAURANTE RIVERA´S DEL SAMALA,SECTOR 1 ENTRADA PRICIPAL CANTÓN SAMALA,61206515,poncho029@hotmail.com,,652,652,,159.0
652,HOTEL LA COLONIA,"KM. 178, CARRETERA AL PACIFICO",85755593,hlacolonia@yahoo.es,www.hlacoloniareu.com,653,653,3.0,159.0
653,HOTEL Y RESTAURANTE REAL PACIFIC,"CARRETERA INTERNACIONAL, ZONA 0 CANTON SAMALA",62267565,,,654,654,,159.0
654,HOTEL Y RESTAURANTE SIBONEY,CUATRO CAMINOS,13040272,info@hotelsiboney.com,www.hotelsiboney.com,655,655,,159.0
655,HOTEL Y RESTAURANTE VILLA SAN CARLOS,KM. 183.6 CARRETERA AL PACÍFICO CANTON XULA,51025693,,,656,656,,159.0
656,HOTEL COSTABELLA NUN,SANTA CRUZ MULUA CITO 180,59573255,hotelcostabellanunguatemala@gmail.com,,657,657,,160.0
657,HOTEL GRAN KARMEL,KM. 181 CANTON ASINTAL,49248998,hotel@grankarmel.com,www.grankarmel.com,658,658,,160.0
658,HOTEL JOYA,KILOMETRO 175 RUTA AL PACIFICO,62468054,,,659,659,,160.0
659,HOTEL Y RESTAURANTE EL ARCO,KILOMETRO 182 CARRETERA A QUETZALTENANGO,27051485,hoteldarcoretalhuleu@yahoo.com,,660,660,,160.0
660,TURICENTRO VILLA HERMOSA,"KM. 178.5 CARRETERA A QUETZALTENANGO,",92408600,hotelvillahermosa@hotmail.com,www.hotelvillahermosaonline.com,661,661,,160.0
661,ZAFRA HOTEL,KM. 181.15,44155377,info@hotel-zafra.com,www.hotel-zafra.com,662,662,,160.0
662,HOTEL JARDIN LA PAZ,1 CALLE LOTE 63,32203555,hoteljardinlapaz@gmail.com,www.hoteljardinlapaz.com,663,663,,39.0
663,ADRA HOSTAL BOUTIQUE,4A. CALLE ORIENTE #15,14720932,ricardo@adrahostel.com,www.adrahostel.com,664,664,,26.0
664,ALTAMIRA ANTIGUA,"CALLE EL MIRADOR LOTE 6 APTO B, ZONA 1 AGUA COLORADA ALDEA EL HATO",71618043,altamiraantiguaguatemala@gmail.com,,665,665,,26.0
665,ÁNTIKA,CALLEJÓN EL PIRU LOTE LOTE 109 ZONA 0 ALDEA SAN BARTOLOMÉ BECERRA,89530126,goodtimes@antika.gt,fb: antikagt,666,666,,26.0
666,APART. HOTEL LA REAL PLAZA,SALIDA A CIUDAD VIEJA NÚMERO 25,50284438,info@hotelrealplaza.com.gt,www.realplaza.com.gt facebook: hotel real plaza,667,667,,26.0
667,BÄREHUUS,5A. CALLE ORIENTE NO. 20,96521619,royliw@yahoo.com,http://baerehuuss.wixsite.com/mysite,668,668,,26.0
668,BED & BREAKFAST VILLA SERENA,CALLEJÒN DEL ESPÌRITU SANTO NO. 16,64708926,info@lavillaserenaantigua.com,www.lavillaserenaantigua.com,669,669,,26.0
669,CACAO BOUTIQUE HOTEL,CALLE DE LOS DUELOS CASA 7 BARRIO SAN DOMINGO II,78213086,cacaohb@gmail.com,,670,670,,26.0
670,CASA BUENA VISTA,6A. AVENIDA NORTE NO. 62,49244581,reservas@casabuenavista.com.gt,www.casabuenavista.com.gt,671,671,,26.0
671,CASA CRISTINA,7A. AVENIDA NORTE NO. 3-A CALLEJON CAMPOSECO,23260476,info@casa-cristina.com,www.casa-cristina.com,672,672,,26.0
672,CASA DE LAS FUENTES,AVENIDA DEL DESENGAÑO NO. 26,91898821,"reservaciones@hotelcasadelasfuentes.com, casadelasfuentes@hotmail.com",www.hotelcasadelasfuentes.com,673,673,,26.0
673,CASA DEL ARCO,5A. AVENIDA NORTE CASA 9,58979079,casadelarcoantigua@gmail.com,www.casadelarcoantigua.com,674,674,,26.0
674,CASA FAUSTINA,CALLE PRINICIPAL CASA 32 COLONIA ALAMEDA VIRREY,78141875,hotelcasafaustina@gmail.com,www.casafaustina@.com.gt,675,675,,26.0
675,CASA FLORENCIA HOTEL,7A. AVENIDA NORTE NO. 100,23085248,casaflorenciahotel@gmail.com,www.cflorencia.net,676,676,,26.0
676,CASA JARDIN,6A AVENIDA NORTE NO. 7 COLONIA EL ROSARIO,45326458,cotzejaljay@gmail.com,,677,677,,26.0
677,CASA MADELEINE BED AND BREAKFAST SPA,"CALLE DEL ESPIRITU SANTO, NO. 69, ESQUINA CARRETERA A SAN BARTOLOME BECERRA",19211802,casamadeleine@aol.com,www.casamadeleine.com,678,678,,26.0
678,CASA MIRAVALLE,"CASA 1 ZONA 0 LA CUMBRE DE SAN MATEO, CARRETERA A SAN MATEO",90936759,merka@merka.com.gt,www.hotelcasamiravalle.com,679,679,,26.0
679,CASA NOBLE,2A. AVENIDA SUR NUMERO 29 CIUDAD DE ANTIGUA GUATEMALA,12363811,,www.casanoble.com.gt,680,680,,26.0
680,CASA SAN JUAN - POSADA - YOGA - AYURVEDA,ALDEA SAN JUAN DEL OBISPO 3A. AVENIDA NORTE NO.18,20803515,luisjuarezv@hotmail.com,,681,681,,26.0
681,CASA SAN LAZARO,"CALLE SAN BARTOLO CASA 8, APARTAMENTO A, LAS JACARANDAS",44118504,veg@losproceresgua.com.gt,,682,682,,26.0
682,CASA SANTA ROSA HOTEL BOUTIQUE,"1A. CALLE ORIENTE NO. 11, ALAMEDA SANTA ROSA",10441803,hotelcasasantarosa@gmail.com,fb:  santa rosa hotel,683,683,,26.0
683,CASAS ENCANTADAS,"9 CALLE PONIENTE Y 4A. AVENIDA, ESQUINA NO. 1",61630691,casaencantadainfo@gmail.com,www.portahotels.com,684,684,,26.0
684,CASAS Y HOTELES DE GUATEMALA,CALZADA SANTA LUCIA SUR 6,74755295,,,685,685,,26.0
685,CASICASA,5 AVENIDA SUR NO.21 A ZONA 0,89608343,casicasaantigua@gmail.com,,686,686,,26.0
686,CATALEYA HOSTAL,6 CALLE ORIENTE NO.18,87858393,jhesleruben@hotmail.com,fb: cataleya hostal  grill,687,687,,26.0
687,CHEZ DANIEL,CALLE DE SAN LUQUITAS 20,53803749,chezdanielantigua@gmail.com,,688,688,,26.0
688,"CISSUS HOTEL, S.A.",6A. CALLE PONIENTE NO. 41,55364871,info@cissushotel.com,www.cissushotel.com,689,689,,26.0
689,CONCEPTIO VILLAM CLUB,"ALDEA SAN GASPAR VIVAR, CALLE PRINCIPAL NO. 2",60239375,conceptiogt@gmail.com,,690,690,,26.0
690,EARTH LODGE,ALDEA EL HATO CAMINO A LA GUACATERA NUMERO CUATRO ZONA 4 APARTAMENTO B,86037653,,**completo expediente 05/05/23,691,691,,26.0
691,EL CARMEN SUITES,9A. CALLE PONIENTE CASA NO.1 LOTIFICACION EL ROSARIO,20922745,,www.elcarmenhotel.com,692,692,,26.0
692,"EL CONVENTO, BOUTIQUE HOTEL ANTIGUA GUATEMALA",2 AVENIDA NORTE # 11,12012469,lgonzalez@grupoazur.com,www.elconventoantigua.com,693,693,,26.0
693,EL MARQUES DE ANTIGUA,4 AVENIDA SUR NO. 30,42487861,"recepcion@elmarquesdeantigua.com, info@elmarquesdeantigua.com",www.elmarquesdeantigua.com,694,694,,26.0
694,EL MESON DE MARIA,3 CALLE PONIENTE # 8,75405988,reservaciones@hotelmesondemaria.com,www.hotelmesondemaria.com,695,695,,26.0
695,GOOD HOTEL ANTIGUA,"CALLEJON DEL HERMANO PEDRO, NUMERO 12",63722547,cristina.rebner@goodhotelantigua.com,www.goodhotelantigua.com,696,696,,26.0
696,GRAN PLAZA EURO MAYA,4A. CALLE PONIENTE CASA 22 ANTIGUA ZONA 0,73817913,,,697,697,,26.0
