id,nombre,direccion,telefono,correo,sitio_web,id_tipo,id_ubicacion
514,GEEKS TOURS & TRAVEL,28 AVENIDA 10-09 Zona 4 BOSQUES DE SAN NICOLAS,74136284,info@geektoursandtravel.com,www.geektoursandtravel.com,2,8
515,GO2GUATE,10A. AVENIDA 16-05 Zona 11 CONDOMINIO REAL MINERVA,52314634,info@go2guate.com,www.go2guate.com,1,8
516,GRUPO TURISTICO GUAYACAN,4A. CALLE A 12-59 Zona 2 COLONIA ESCUADRILLA,60179273,l.castellanos@guayacantours.com,www.guayacantours.com,1,8
517,GUATEDESTINO,3A. CALLE 6-96 Zona 8 CIUDAD SAN CRISTOBAL COLONIA PANORAMA,34802180,rvidesgongora@gmail.com,,1,8
518,GUATEMALA AVENTURA SIN LIMITES,"6A. AVENIDA ""B"" 13-67 Zona 5 COLONIA PRIMERO DE JULIO",27381964,semillasparalapaz@yahoo.com,www.turismo-aventura.com fn: guatemala aventura sin limites,1,8
519,GUATEMALA ESPLENDIDA TOURS,"1 CALLE 21-71 Zona 8 SAN CRISTOBAL II, SECTOR B-3",48790085,toursgt@gmail.com,,1,8
520,GUATEMALA MAYA IXIL,"2 CALLE 48-57 ZONA 3, VILLA VERDE I",51575310,maya_ixilagenciaviajes@yahoo.com,,3,8
521,HANNAH GUATEMALA,BOULEVARD SUR 3-82 CASA 31 Zona 4 RES. MADEIRA I EL NARANJO,17408532,info@hannahguatemala.com,www.hannahguatemala.com,5,8
522,HANNAH GUATEMALA,CALZADA SAN JUAN 16-50 Zona 4 PLAZA EL PUNTO,75692082,info@hannahguatemala.com,www.hannahguatemala.com,5,8
523,KAHABON TOURS & TRVEL,14 AVENIDA 1-06 Zona 02 URBANIZACION GONZALEZ,52809726,kahabontours@gmail.com,,3,8
524,KTALYST,7A. AVENIDA 11-26 Zona 3 NUEVA MONTSERRAT,30120308,ktalystcorp@gmail.com,www.facebook.com/kyalyst,3,8
525,LAX TRAVEL EL NARANJO,"BOULEVARD EL NARANJO 12-41 Zona 4 CONDADO NARANJO, PLAZA NARANJO SHOPS LOCA 13 A",33191678,"ada.cottom@laxtravel.com.gt, ada.cottom@hotmail.com",,2,8
526,LET´S TRAVEL,"3 CALLE 8-22 Zona 8 SECTOR A-2, CENTRO COMERCIAL PASEO SAN CRISTOBAL, LOCAL 5, BOULEVARD SAN CRISTOBAL",19976410,zoilaochoa981@yahoo.com,,2,8
527,LOS MOCHILEROS,"6 CALLE A 20-49 Zona 6 APARTAMENTO A, COLONIA VILLA FERNANDA",37160678,alegalindo2807@gmail.com,www.mochilerosgt.com,3,8
528,MADIROL,,25820378,madirol@intelnet.net.gt,,3,8
529,MARVA TRAVEL,"CALZADA ROOSEVELT 51-58, ZONA 2, MOLINO FLORES I",95681794,,,1,8
530,MAYA TROPICAL,"17 CALLE 8-00, ZONA 6, SAN FRANCISCO I",23868731,,,3,8
531,MAYATLAN,4A. CALLE A 12-59 Zona 2 COLONIA ESCUADRILLA,49610222,info@mayatlan.com,www.mayatlan.com,1,8
532,MI BELLA GUATEMALA,3RA. AVENIDA 8-50 Zona 6 COLONIA BOUGANVILLAS DE SAN FRANCISCO,94559947,viajesmibellaguatemala@gmail.com,,3,8
533,MOCHIBUSITO GT,"4A. AVENIDA 5-49 Zona 9 CIUDAD SATELITE, PROYECTO 2",31559468,mochibusitogta@gmail.com,www.mochibusitogt.com,1,8
534,MOM´S ADVENTURES,"17 AVENIDA FINAL CASA 50 Zona 4 CONDADO SAN NICOLAS 3, FASE 2",82405817,momsadventuresguatemala@gmail.com,,3,8
535,MYSTIC PARADISE TOURS GUATEMALA,"15 CALLE ""A"" 15-93 Zona 11 JARDINES DE MINERVA I",42118507,fernandodeleon@live.com,www.mysticparadisetours.com,1,8
536,NATIONAL ANTIGUA,"3 CALLE, BLVD. SAN CRISTOBAL, SECTOR A-3 6-72A Zona 8 C.C. SANKRIS MALL, SOTANO 2, LOCAL E-204",50543736,mmroca@nationalgt.com,,2,8
537,NATURALEZA ABIERTA GUATEMALA EXPLORE,4TA. CALLE A 3-08 Zona 2 COLONIA MOLINO DE LAS FLORES III,42403010,info@naturalezabierta.com,www.naturalezabierta.com,3,8
538,PASEOS Y TRASLADOS BATRES,"4A. CALLE 51-26, ZONA 2, MOLINO DE LAS FLORES",73374814,patrabat@infovia.com.gt,,1,8
539,PLATINIUM,5 AVENIDA 0-75 Zona 5 COTIO,86323802,platiniumta@hotmail.com,,4,8
540,POINT TRAVEL SERVICES,"23 CALLE 14-58 Zona 4 EDIFICIO CRECE TORRE 2, OFICINA 506 CONDADO NARANJO,",29243653,,,2,8
541,PRO-DIVER,"13 AVENIDA ""C"" 9-31 Zona 8 GRANJAS DE SAN CRISTOBAL",75156108,info@prodiverstore.com,www.prodiverstore.com,3,8
542,PROMISE LAND,"LOTE 142, MANZANA ""A"" COL. LOMAS DEL BOSQUE, Z. 11",94623083,,,1,8
543,QUE BUEN TRIP TOURS,4TA. AVENIDA 3-92 Zona 10 LOMAS DE SAN JACINTO,69101173,quebuentriptours@gmail.com,facebook.com/quebuentriptours,1,8
544,REALTUR,6 AVENIDA 14-35 Zona 8 CIUDAD SAN CRISTOBAL,21500170,j.realtur@gmail.com,,3,8
545,SEEK ADVENTURE GT,"12 CALLE 9-78 Zona 7 RESIDENCIALES EL PARAISO 1, APARTAMENTO A",48349581,seekadventuregt@gmail.com,www.seekadventuregt.wordpress.com,1,8
546,SERVICIOS PROFESIONALES DE TURISMO,,32991320,,,3,8
547,SOLTUR,"9A. CALLE 11-62 Zona 1 TORRE 2, EDIFICIO PLAZA COLON",64647666,altgua@citel.com.gt,,1,8
548,SUN NATURE TOURS,6A. CALLE 39-61 Zona 2 SANTA RITA II,70635810,info@sunnaturetours.com,www.sunnaturetours.com,1,8
549,T & T TOURS & TRAVEL,7A. AVENIDA 10-20 Zona 5 COLONIA 1RO. DE JULIO,11804866,rolosch@guatetours.com,www.transtertours.com.gt,1,8
550,TOURS ROSALES GT,4 CALLE 3-87 Zona 4 MONTE VERDE,18339468,info@toursrosales.com,toursrosales.com,3,8
551,TRANSTER,7A. AVENIDA 10-20 Zona 5 COLONIA PRIMERO DE JULIO,15635870,rolosch@guatetours.com,www.transtertours.com.gt,1,8
552,TRAVEL IN ONE PLACE,1 CALLE 16-87 Zona 8 SECTOR B-1 SAN CRISTOBAL,70839495,bosorio@travelinoneplace.com,www.travelinoneplace.com,2,8
553,TRAVEL STORE GT,20 AVENIDA 7-47 Zona 4 COLONIA VILLAS DE SAN JOSE COLONIA VILLAS DE SAN JOSE,55625962,ventas@travelstoregt.com,www.travelstoregt.com,3,8
554,TRIBAL ECO TRIP GUATEMALA,6TA. CALLE 3-14 Zona 3,53358033,jose.asencio@tribal.com.gt,www.tribal.com.gt,1,8
555,TURANSA,"KILOMETRO 13.8, CALZADA ROOSEVELT Zona 3 CENTRO COMERCIAL ESKALA",31977265,brunomertins@turansa.com,www.turansa.com,3,8
556,TURISCA MULTIDESTINOS WHOLESALER & TOUR OPERATOR,"21 AVENIDA ""A"" 5-37 Zona 4 COLONIA VILLAS DE SAN JOSE II",10869377,gerencia@turisca.com,www.turisca.com,1,8
557,TURISMO SUIZOMAYA,"LOTE 13 MANZANA N RESIDENCIALES NIMAJAY, ZONA 7",18520635,suizomaya@centroamerica.com,,1,8
558,VIAJES TIVOLI HIPER PAIZ BOSQUES DE SAN NICOLAS,41 AVENIDA 3-10 Zona 4 CENTRO COMERCIAL BOSQUES DE SAN NICOLAS,22250244,viajes@viajestivoli.com,www.viajestivoli.com - fb: viajes tivoli,2,8
559,VIAJES TIVOLI MANANTIALES,"BOULEVARD PRINCIPAL 16-70 Zona 8 PLAZA LOS MANANTIALES, LOCAL 16",20903745,viajes@viajestivoli.com,,2,8
560,VIAJES TURISTICOS GUATEMAYA,"3A. CALLE ""B"" 12-53 Zona 2 COLONIA ESCUADRILLA",29722548,,www.viajesguatemaya.com,1,8
561,VIAJES Y REPRESENTACIONES INTERNACIONALES SHALOM,"2 CALLE 18-82, ZONA 8, SAN CRISTOBAL",64649112,vyrishalom@tubonett.com,,3,8
562,EXPEDICION 502,"LOTE 73, MANZANA C, SECTOR 2 Zona 7 COLONIA PRADOS DE VILLA HERMOSA, SAN MIGUEL PETAPA",96017464,expedicion502@gmail.com,,1,17
563,GTM TOUR GUIDE & TRAVEL SERVICES,MANZANA E LOTE 5 Zona 7 VILLA HERMOSA 1,90641204,gerencia@gtmtourguide.com,,3,17
564,HOLIDAY CLUB,"23 AV. 21-15 Zona 7 VILLA HERMOSA I, SECTOR 9",15825217,charlyoshua79@gmail.com,,2,17
565,HUNAHPU TOURS GUATEMALA,6A. AVENIDA 1-61 Zona 8 PRADOS DE SAN MIGUEL PETAPA,47410793,hunahputoursgt@gmail.com,,1,17
566,QUETZAL TRAVELS,"4A. CALLE 47-01 Zona 7 ALAMEDAS DE VILLA FLORES, SECTOR 9",38848940,quetzaltravels@gmail.com,,3,17
567,SOCIAL TRAVEL,12 AVENIDA 27-71 RESIDENCIALES FUENTES DEL VALLE I,48700255,socaltravelguatemala@gmail.com,socialtravel.ning.com,1,17
568,TOUR GUIDE & TRAVEL SERVICES,LOTE 5 Zona 7 VILLA HERMOSA 1 MANZANA E,58046145,gtmtourguide@gmail.com,www.gtmtourguide.com,3,17
569,VIAJES SANTOS,4 AVENIDA 5-66 Zona 6 COLONIA LOS ALAMOS,47487390,holaperegrinos@viajessantos.com,www.viajessantos.com,3,17
570,VIAJES Y EXCURSIONES AGUILAR,15 CALLE B 12-23 Zona 7 RESIDENCIALES PETAPA II,31585373,,,1,17
571,DESTINATIONS,"KM. 27, CARRETERA A PALENCIA CASA 3P CONDOMINIO MONTECRISTO",49247316,destinationstravelgt@gmail.com,,2,3
572,GO EXTREME,"VALLES DE NAVARRA CASA 1 MANZANA A, SECTOR 6",46915624,goextreme.gt@gmail.com,fb: goextremegt,1,3
573,GRUPO MESOAMERICA TOUR AND TRAVEL,RESIDENCIALES SAN JOSE CASA 40 MANZANA H,60375729,tourandtravel@grupomesoamerica.com,www.grupomesoamerica.com,3,3
574,GUATE TRIP,"RESIDENCIALES SAN JOSE S4 CONDOMINIO GIRASOLES 2, MANZANA S",77272925,fernanda.carranza.bonilla@gmail.com,,1,3
575,GUATRUE,CALLE PRINCIPAL LOTE 2 SANTA RITA,24102846,odalismonterroso@gmail.com,,1,3
576,MESOAMERICA TRAVEL,MANZANA H CASA 40 CONDOMINIO RESIDENCIAL SAN JOSE DE LOS ANGELES,64985457,mesoamericatravelgt@gmail.com,,3,3
577,SERVICIOS TURISTICOS RAM TOURS,8A. AVENIDA 3-59 Zona 3 SAN MIGUEL,83696658,agencia.ram.tours@gmail.com,,1,3
578,TECUN TOURS GT,"RESIDENCIALES SAN JOSE CASA 7 CONDOMINIO AZAHARES, MANZANA Ñ, ALDEA LAS ANONAS",87589016,tourstecungt@gmail.com,,1,3
579,GUATEVALLEY,"LOTE 24, MANZANA 34 LA TRINIDAD, CIUDAD QUETZAL",95109632,info@guatevalley.com,www.guatevalley.com,1,10
580,"AGENCIA DE VIAJES ""MOCHILEROS""","MANZANA A, SECTOR 2 LOTE 20 Zona 6 COLONIA SANTO DOMINGO ALDEA PIEDRA PARADA",57177642,isant_31@hotmail.com,,3,2
581,ALTIPLANO,PLAZA LOREN KM. 14 CARR. A EL SALVADOR PTA. PARADA,18902760,altiplano@quik.guate.com,,1,2
582,AURY´S XTREME ADVENTURE GT,RESIDENCIALES VISTA AZUL CASA L 13,37899157,amayen11@gmail.com,,3,2
583,COLONIAL GOLF,"KILOMETRO 13.5 CARRETERA A EL SALVADOR,VALLE BELLO LOTE NUMERO 20",10479256,mila@colonialgolfguatemala.com,www.colonialgolfguatemala.com,1,2
584,CORDILLERA SIN LIMITES,"ALDEA CANCHON 3 Zona 8 CARRETERA AL SALVADOR,CASA 3, APARTAMENTO 8",60414416,cordilleratoursguatemala@gmail.com,,1,2
585,JOURNEY ADVENTURE,3A. AVENIDA 0-79 Zona 8 RES. SAN ANTONIO KM. 16.5 CARR. A EL SALVADOR,86434842,melissa.alonzo@journeyadventure.com,www.journeyadventure.com,1,2
586,LUCKY CHARTERS & JUNGLE DAVER'S ADVENTURE TOURS,"KM. 8.5, LOMAS DE SAN RAFAEL",60140317,,,1,2
587,OPERADOR LATINO,"KM. 13 CARRETERA A EL SALVADOR RESIDENCIAL LOS ALTOS, CASA NO.56",32746390,info@operadorlatinotours.com,operadorlatinobirding.com,3,2
588,RIDING GUATE,"KM 13.5 A PIEDRA PARADA C16 Zona 7 BOSQUES DE LAS LUCES, CALLE CIPRESES",57823563,info@ridingguate.com,www.ridingguate.com,1,2
589,TOPAX TRAVEL GUATEMALA,"CARR. AL SALVADOR KM. 15.5 C.C. LA PLAZA 2, CONDADO CONCEPCIÓN, LOCAL 26",85029688,carol.herrarte@topaxtravel.com,"fb, ig topax travel",5,2
590,VIAJES MAX,"KM. 14.5 CA-1 A EL SALVADOR Zona 7 C.C. ESCALA, LOCALES L-2 Y L-3",10244297,ana.zamora@viajesmax.com,www.viajesmax.com,2,2
591,VIAJES RONEL CARRETERA A EL SALVADOR,"KM.15.5 RUTA A EL SALVADOR, COM. CONCEPCIÓN L. 9",71883151,,,2,2
592,VIAJES TIVOLI & EVENTOS,KM. 14.1 CARRETERA A EL SALVADOR Zona 8 ALDEA PUERTA PARADA CENTRO COMERCIAL PASEO SAN SEBASTIAN,91806622,viajes@viajestivoli.com,www.viajestivoli.com,2,2
593,VIAJES Y EVENTOS,KILOMETRO 14.1 CARRETERA A EL SALVADOR PASEO SAN SEBASTIAN LOCAL 71,79810535,info@laxtravelvip.com,www.laxtravelvip.com,2,2
594,VOYAGE GT,KM. 14.5 CARRETERA A MUXBAL CASA 3 CONDOMINIO ALTOS DE MUXBAL,15737902,elisa@guanderlost.com,www.guanderlost.com,1,2
595,CHILERO VIAJAR,1 AVENIDA 10-02 LA VIRGEN,38611739,chileroviajar@gmail.com,www.chileroviajar.com,3,16
596,CUMBRES Y TURISMO,"KM. 19.3 CARRETERA A VILLA CANALES, 5A. AVE. A 1-48 CASA 55, CONDOMINIO CAÑADAS DEL RIO COLONIAL",65758644,eventoscumbresyturismo@gmail.com,,1,16
597,TRAVEL FACTORY,"CARRETERA A EL SALVADOR, KM. 19.9 CASA 14 RESIDENCIALES ISABELLA",38096195,pepe@travelfactory.com.gt,www.travelfactory.com.gt,1,16
598,502 DESTINATION,BOULEVARD PRINCIPAL 17-65 Zona 3 RES. ALAMEDAS DE SANTA CLARA RES. ALAMEDAS DE SANTA CLARA,25841298,kayala@502destination.com.gt,www.502destination.com.gt,1,15
599,AGENCIA DE VIAJES VIAJANDO SIN LIMITES,3A CALLE 4-24 Zona 12 EL MEZQUITAL,19337476,viajandosinlimitesguate@gmail.com,,1,15
600,ALTIPLANO TOURS,16 AVENIDA A 5-32 Zona 2 CONDOMINIO LAS MARGARITAS,79688261,info@altiplanotours.com,www.altiplanotours.com,1,15
601,AVENTUR AVENTURAS TURISTICAS,"13 AVENIDA 4-06 Zona 3 COLONIA SANTA ISABEL 2, APARTAMENTO A",13603114,aventur1420@gmail.com,aventurgt.com,1,15
602,CAZA AVENTURAS GUATEMALA,50 AVE 6-86 Zona 10 ALAMEDAS DE SANTA RITA,95517190,info@cazaaventuras.com,www.cazaaventuras.com,1,15
603,CENTRAL DE TURISMO,4 CALLE 18-72 Zona 04 JARDINES DEL CARMEN I,92485164,info@centraldeturismo.com.gt,centralturismo.com.gt fb cdtguatemala,1,15
604,CHINASIA DE GUATEMALA,2 AVENIDA 5-93 Zona 1,58514810,ventas.chinasia@gmail.com,www.chinasia.gt,5,15
605,ENDLESS TRAVEL,"1RA. CALLE A 7-57 Zona 2 D-2, CONDOMINIO LOS TANQUES II",42148213,endlesstravelgt@gmail.com,,3,15
606,FELIZ DE SERVIRTE TOURS,"8A. AVENIDA, 18-76 Zona 5 FUENTES DEL VALLE 2",74931204,joselop27@yahoo.com,www.feliztours.com,1,15
607,GIRA GUATEMALA,4A. CALLE 1-51 Zona 2 RESIDENCIAL CAMPO BELLO,67654504,directora@giragt.com,www.giragt.com,2,15
608,GUATEMALA TOURS AIR,1A. CALLE B 7-88 Zona 4 CIUDAD DEL SOL,13464657,guatemalatoursairgt@gmail.com,www.toursgti.com,3,15
609,INVERSIONES SOSA,CALLE F CASA 42 Zona 4 RESIDENCIALES VILLAS DE SAN MATEO SECTOR II,47802182,inversionessosa@live.com,www.inversionessosa.com fishingadventures.com,1,15
610,ISOL´S TOURS AND TRAVEL,"11 AVENIDA ""B"" 10-77 Zona 2 RESIDENCIALES PRADOS DE SAN JOSE",71636354,isolstouru@gmail.com,,1,15
611,JAGUAR´S TOUR,"3 CALLE 7-71, CALLE REAL Zona 1",18935630,jaguarstour@gmail.com,,1,15
612,MAYASUN TOURS,8A CALLE A 6-73 Zona 6 RESIDENCIAL CATALINA,85543304,mayasun1209@gmail.com,,1,15
613,OLITRIP´S,18 CALLE 9-01 Zona 3 SANTA ISABEL 2,85726654,olitripsgt4@gmail.com,,1,15
614,POSTAL GT,"BOULEVARD EL FRUTAL 14-00 Zona 5 COMPLEJO COMERCIAL EL FRUTAL, 2DO. NIVEL LOCAL 221",30228064,analaura@postalgt.com,www.postalgt.com,2,15
615,SIN ESTRES,8VA. CALLE A 16-81 Zona 2 LOMAS DE SAN RAFAEL RAMIREZ BÁRCENA,84735692,viajessinestres@gmail.com,redes sociales: @viajessinestres,1,15
616,SOLER TOURS,47 CALLE 1-01 Zona 12 COLONIA MONTE MARIA,30845919,juan@solertours.com.gt,www.solertours.com.gt,1,15
617,TE LLEVO X GUATE AGENCIA DE VIAJES,4A. AVENIDA 7-49 Zona 05 COLONIA ENRIQUETA,50443002,tellevoxguate.emilio@gmail.com,,1,15
618,TELLUS TRAVEL,"MANZANA ""D"" A4, CLUSTER CASA 77 Zona 2 CONDOMINIO HACIENDA DE LAS FLORES",12731830,tellustravelventas@gmail.com,,1,15
619,TRAVEL ADVENTURE WHOLESALER & TOUR OPERATOR,KM. 14.5 CASA 43 E COLINAS SANTA MARÍA CARRETERA AL PACÍFICO,30409817,info@adventravel.com,ventas@adventravel.com,3,15
620,TUR-IN,"43 CALLE 7-00 A Zona 12 ,MONTE MARIA III,COPELIA",22702529,viajes@turinguatemala.com,www.turinguatemala.com,1,15
621,TURISTIKA GUATE AGENCIA DE VIAJES Y TOUR OPERADORA,"RESIDENCIALES PLANES DE BARCENAS CASA 26 Zona 3 SECTOR EUCALIPTOS, EJE 2",32364254,turistikaguate@gmail.com,,1,15
622,VIAJEROS GT,4 CALLE 3-37 Zona 7 COLINAS DE MONTE MARIA,44335887,viajerosgt@gmail.com,facebook: viajeros gt,3,15
623,YOU TOUR,"SECTOR 6 LOTE 28 Zona 3 LOS EUCALIPTOS, PLANES DE BARCENAS LOS EUCALIPTOS, PLANES DE BARCENAS",94550878,info@youtourgt.com,www.youtourgt.com,1,15
624,VILLA AVENTURA´S TOURS,6A. CALLE 7A. AVENIDA 5-30 Zona 1,95380763,adnilus@hotmail.com,,1,198
625,AGENCIA DE VIAJES PREMIUM,NOVENA AVENIDA CASA #64 Zona 4 COLONIA LA JOYA CONDOMINIO EL PEDREGAL,48149966,agenciadeviajespremiu@gmail.com,agencia de viajes premium,2,197
626,CHINAQUEÑA TOURS,ALDEA CHINACA,13991936,lusvingomez234@gmail.com,,1,197
627,HUEHUE TRAVELS,6A. CALLE 10-80 Zona 1,44993992,huehuetravels@gmail.com,,1,197
628,LAX TRAVEL HUEHUETENANGO,6A. AVENIDA 2-59 Zona 1,82520733,laxtravelhuehue@gmail.com,miamolina55@hotmail.com,2,197
629,"NATU CULTURA, SERVICIOS TURISTICOS Y CULTURALES",5A. CALLE 6-89 Zona 1,75748264,fredyf5h2@gmail.com,turismohuehuetenango/natucultura,1,197
630,VIAJES SAB HUEHUETENANGO,9A. AVENIDA 6-32 Zona 1,49462754,viajessab3@yahoo.com,,2,197
631,VISA TRAVEL HUEHUE,7A. CALLE 5-135 Zona 1 PLAZA EL BOQUERON,20179946,visatravelhuehue@gmail.com,www.agenciavisatravel.com,2,197
632,AGENCIA DE TURISMO ALFARO-TOURS,"KILOMETRO 331, CARRETERA INTERAMERICANA LOCAL NO.1, EL REPOSO",98831749,infoalfarotours@gmail.com,,1,208
633,AGENCIA DE TURISMO DE OCCIDENTE,1A. AVENIDA 3-84 Zona 3,68701648,jagemalo@yahoo.com,,1,208
634,TRAVEL CASTILLO,SECTOR MONTAÑITA ALDEA CAMOJALLITO,68677566,travelcastillo@gmail.com,,3,208
635,AGENCIA DE VIAJES GRAND TRAVEL´S,03 AVENIDA 03-019 Zona 1,70655250,oficinajuridicaagustin@gmail.com,,2,280
636,VIAJEROS DEL MUNDO,SECTOR PILA,53866704,oglerml@gmail.com,,1,280
637,TRANSPORTES TURISTICOS EL MANA,ALDEA COPA,75096190,,,1,209
638,AVENTURAS VACACIONALES,"MARINA EL TORTUGAL, FRONTERAS, RÍO DULCE",30801663,,,3,291
639,EXOTIC TRAVEL,"AVENIDA DEL COMERCIO, BARRIO EL CENTRO",71960424,,,1,291
640,GO WITH GUS TOURS,BARRIO MARCOS SANCHEZ LA PLAYA,70272354,gustavo@turcios.com,,3,291
641,HAPPY FISH,CALLE DEL COMERCIO,99822645,happyfishrest@hotmail.com,www.happyfishtravel.com,1,291
642,HOTEL RIOS TROPICALES,CALLE DEL COMERCIO FRENTE A LA MUNICIPALIDAD,12919267,reservation@mctropic.com,www.mctropic.com,1,291
643,JOCELYN TOUR RIO DULCE,FRONTERAS RIO DULCE BAJO EL PUENTE A UN COSTADO DEL MUELLE MUNICIPAL,17571004,,,1,291
644,OPERADORA DE TURISMO Y PESCA LIVINGSTOUR,PARQUE MUNICIPAL BARRIO MARCOS SANCHEZ DIAZ PRIMER NIVEL,12612690,livinstourtravel@gmail.com,www.facebook.com/livingstour,1,291
645,POSADA EL DELFIN,BARRIO MARCOS SANCHEZ DIAZ LA PLAYA,40559569,eldelfin@turcios.com,www.posadaeldelfin.com,1,291
646,RIO DULCE TRAVEL,EL RELLENO RIO DULCE,61613456,info@riodulcetravel.com,www.riodulcetravel.com,1,291
647,"SOL, VELA Y MAR","ALDEA FRONTERA RIO DULCE, ENTRE BRUNOS Y EL PUENTE",25879915,,,1,291
648,LAX TRAVEL MORALES,AVENIDA BANDEGUA,93129013,,,2,293
649,AGENCIA DE VIAJES MANATI,14 CALLE Y 16 AVENIDA,28893786,,,2,290
650,ALDANA MAR,"14 CALLE, 5 Y 6 AVENIDAS",49483998,aldanamar_touroperadores@hotmail.com,,1,290
651,BLESSING LAND & AIR TRAVEL AGENCY,"12 CALLE, 5 Y 6 AVENIDA",16411441,doro.07@hotmail.com,blessingland&airtravelagency,1,290
652,BLUE GREEN EXPEDITIONS,CALLE 12A. Y 3A. AVENIDA,90635396,bluegreenexpedition@gmail.com,,1,290
653,CARIBBEAN TOURS PUERTO BARRIOS,"20 CALLE CALZADA JUSTO RUFINO BARRIOS, LOCAL 7",63118193,,,2,290
654,MULTISERVICIOS Y TRANSPORTES MAR & SOL,"12 CALLE, 1 AVENIDA",32984491,olgacastaneda19@gmail.com,,3,290
655,"MULTISERVICIOS Y TRANSPORTES TURISTICOS ""EMANUEL""",15 CALLE Y 17 AVENIDA,66089091,,,1,290
656,QUINTO'S TRAVEL I,6A. AV. ENTRE 6A. Y 7A. CALLE,46077675,puertobarrios@mvquintos.com.gt,www.mvquintos.com.gt,2,290
657,SAND BAY,ALDEA NUEVA PUNTA DE PALMA,87286447,francovilma@hotmail.com,www.playasandbay.com,1,290
658,SUSAN´S TOURS,8 Y 9 CALLE 14 AVENIDA,19391495,susi.castellanos@yahoo.com,,1,290
659,TEACHER´S CARIBEAN TOURS,16 CALLE ENTRE 7A. Y 8A. AVENIDA,51579920,7952-4767,teacherscaribeantours@gmail.com,1,290
660,TOUR OPERADORA DEL CARIBE,9 CALLE Y 4 AVENIDA ESQUINA,64134638,tourocaribe@gmail.com,,1,290
661,TRANSPORTES CARIBEAN BAY,21 CALLE Y 9 AVENIDA,89769484,caribeanbay@hotmail.com,,1,290
662,TRANSPORTES TURISTICOS Y DE CARGA EL CHATO,1 AVENIDA ENTRE 10 Y 11 CALLE,89708930,pichilingo2000@yahoo.com,,1,290
663,O. T. J. JUVENTOURS,3RA. CALLE Zona 5 HOTEL,61918709,visitajalapa@gmail.com,www.turismojalapaneco.com,1,317
664,TURISMO JALAPANECO O.T.J,1RA. AVENIDA 1-36 Zona 1 BARRIO LA ESPERANZA,24256912,visitajalapa@gmail.com,www.turismojalapaneco.com,1,317
665,AGENCIA DE VIAJES CANTORAL'S TRAVEL,"BARRIO EL PORVENIR, CARRETERA A AGUA TIBIA",37124908,mailyncantoral@hotmail.com,,2,322
666,AGENCIA DE VIAJES MONJAS TRAVEL,BARRIO LA LIBERTAD,96899354,monjastravel@gmail.com,,1,322
667,AGENCIA DE VIAJES ROSSELYN,BARRIO EL PORVENIR,23309900,beita-margarita@yahoo.com,,2,322
668,AGENCIA DE VIAJES SANDOVAL,BARRIO EL PORVENIR,63682340,henrysandovaltaca@hotmail.com,,2,322
669,MULTISERVICIOS M Y E,0 AVENIDA 2-78 Zona 2,49907827,yesicamlopez@yahoo.com,,1,325
670,VIAJES PRIMAVERA EL PROGRESO,"2 AVENIDA 3-29, ZONA 2",56711594,sarvemenendez@hotmail.com,,2,325
671,"AGENCIA DE VIAJES ""BEST TRAVEL""",6TA. AVENIDA 6-23 Zona 1,31157536,marioedufigueroa@hotmail.com,,2,324
672,AMERICA AGENCIA DE VIAJES,5A CALLE Zona 1,47019283,americaagenciadeviajes@gmail.com,,2,324
673,LAX TRAVEL JUTIAPA,4A. CALLE 7-33 Zona 3 BARRIO CERRO COLORADO,36413408,laxtravel.jutiapa@gmail.com,,2,324
674,ORIENTE VIAJERO TOURS OPERADOR,7A. CALLE 3-06 Zona 1 BARRIO LATINO,39130615,mynorenegarcias@yahoo.es,orienteviajero@gmail.com,1,324
675,VIAJES LOS ANGELES JUTIAPA,"CALLE 15 DE SEPTIEMBRE 2-24, ZONA 1",91741221,,,2,324
676,AGENCIA DE VIAJES BRUNOS PLACE,ALDEA EL REMATE,94129347,,,1,276
677,AGENCIA DE VIAJES ISMA TOURS,IGLESIA CATOLICA ALDEA EL REMATE,78409341,ismatours1993@gmail.com,https://ismatours-webpage.vercel.app/,1,276
678,AGENCIA DE VIAJES LOS AMIGOS,CIUDAD FLORES,51039857,amigoshostal@gmail.com,,1,276
679,AGENCIA DE VIAJES MARLIN ESPADAS,PLAYA SUR,93384589,marlinespadasguatemala@gmail.com,,1,276
680,AGENCIA DE VIAJES MAYA TREK EL ZOTZ TIKAL,CALLE LA UNION,92487792,,,1,276
681,AGENCIA DE VIAJES TOTAL PETEN,"1 CALLE ENTRE 3 Y 4 AVENIDA, Zona 1 SANTA ELENA",18412723,ventas@viajestoralpeten.com,www.eslindoviajar.com,1,276
682,AGENCIA DE VIAJES TOTAL PETEN,"PLAYA PONIENTE, CIUDAD FLORES",43694007,,,3,276
683,AGENCIA DE VIAJES TOUR TIKAL,PARQUE NACIONAL TIKAL,83504651,info@jaguartikal.com,www.jaguartikal.com,1,276
684,AGENCIA DE VIAJES TURISMO STV,1 CALLE LOCAL 212 Zona 1 CENTRO COMERCIAL MAYAN MALL,53807519,misabelc77@hotmail.com,,6,276
685,AVENTURAS TURISTICAS TOUR OPERADORA FLORES,AVENIDA BARRIOS,40441962,aventurasturisticasflores@hotmail.com,,1,276
686,AVINSA,"CALLE PRINCIPAL, SANTA ELENA",23815947,avinsa@guate.net,www.avinsa.com,1,276
